NTCIR12-MathWiki-1 xxx Prime_zeta_function:28 1 0.9999999999999999 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:27 2 0.9847790207060445 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:26 3 0.9706302581036623 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:25 4 0.9685134632795874 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:34 5 0.8845818007388898 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:36 6 0.8732196708888189 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:35 7 0.86808069844451 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:21 8 0.8598438269939979 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:22 9 0.8558389998641648 Run_1
NTCIR12-MathWiki-1 xxx Prime_zeta_function:33 10 0.8506358880416409 Run_1
NTCIR12-MathWiki-2 xxx Textual_variants_in_the_New_Testament:77 1 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Codex_Ephraemi_Rescriptus:3 2 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Textual_variants_in_the_New_Testament:84 3 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Codex_Ephraemi_Rescriptus:2 4 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Textual_variants_in_the_New_Testament:83 5 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Codex_Ephraemi_Rescriptus:1 6 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Codex_Ephraemi_Rescriptus:0 7 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Rylands_Library_Papyrus_P52:85 8 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Rylands_Library_Papyrus_P52:86 9 1.0000000000000007 Run_1
NTCIR12-MathWiki-2 xxx Textual_variants_in_the_New_Testament:82 10 1.0000000000000007 Run_1
NTCIR12-MathWiki-3 xxx Word_lists_by_frequency:1 1 1.0000000000000002 Run_1
NTCIR12-MathWiki-3 xxx B-tree:24 2 0.893282616201633 Run_1
NTCIR12-MathWiki-3 xxx Binary_logarithm:83 3 0.8832928531531542 Run_1
NTCIR12-MathWiki-3 xxx Level_ancestor_problem:1 4 0.8830031114352429 Run_1
NTCIR12-MathWiki-3 xxx Binary_logarithm:80 5 0.882752315761889 Run_1
NTCIR12-MathWiki-3 xxx Golomb_coding:18 6 0.8804297947408788 Run_1
NTCIR12-MathWiki-3 xxx Arithmetic_coding:0 7 0.8770299055482336 Run_1
NTCIR12-MathWiki-3 xxx Self-balancing_binary_search_tree:1 8 0.8722385007780511 Run_1
NTCIR12-MathWiki-3 xxx Buffering_agent:3 9 0.8711234772999147 Run_1
NTCIR12-MathWiki-3 xxx Absolute_magnitude:58 10 0.8695679058804557 Run_1
NTCIR12-MathWiki-4 xxx On_Physical_Lines_of_Force:0 1 1.0000000000000004 Run_1
